iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,mu,num_inner,inner_status,TR_radius,dxtype,normdx,minxfeasi,minyfeasi,compl,mineigvalHw,ared/pred,radius_update,dual_clipping,maxabsLagmult
1,0.2606363296508789,40000114.87496869,0.040272967614697626,5181.028912022197,5181.028897769151,0.38430572907965505,0.0,0,0,0.0,-64553.74225849039,-334.72306976042756,0.1,11.0,successful,0.4330127018919992,tCG_REACHED_TARGET_LINEAR,0.0402947547416233,0.009988972257642946,0.09900990125874382,0.012224253932540282,,1.2029199176291956,unchanged,False,10.011040388304087
1,0.29759836196899414,40000031.447701216,0.026784741296264312,1531.792548260813,1531.7924999986824,0.38451936379510887,0.0,0,0,0.0,-28674.686669544168,-734.9162943037636,0.1,12.0,successful,0.4330127018919992,tCG_REACHED_TARGET_LINEAR,0.026791148244083414,0.009987696958891281,0.0990099020173881,0.011328700317393605,,1.2031976715081727,unchanged,False,10.013091200343753
1,0.3339536190032959,40000015.00481148,0.017817870774473436,453.4705893453529,453.4704260898809,0.3847896614396712,0.0,0,0,0.0,-12771.003294115548,-1622.43084708314,0.1,13.0,successful,0.4330127018919992,tCG_REACHED_TARGET_LINEAR,0.017819755973205058,0.009981812887719458,0.0990099055272754,0.01013944204980387,,1.2029527864001064,unchanged,False,10.019394051858253
1,0.3698282241821289,40000011.7671241,0.011831906455101994,138.2313997408642,138.2308633384361,0.3850909362546279,0.0,0,0,0.0,-5707.617698863524,-3589.919036115529,0.1,14.0,successful,0.4330127018919992,tCG_REACHED_TARGET_LINEAR,0.01183245672941809,0.009972947274657702,0.099009922399651,0.008619659332757976,,1.2013686952673992,unchanged,False,10.028882014205445
1,0.4087047576904297,40000011.7671241,2.580956827951785e-08,138.2313997408642,138.2308633384361,0.3850909362546279,0.0,0,0,0.0,-5702.974525969176,-3592.8441642216203,0.1,15.0,primal_infeasible,0.4330127018919992,tCG_NEGATIVE_CURVATURE,0.4330127845602761,-0.019353940804687296,-249.5267229043811,93.1843843655613,,,,,10.028882014205445
1,0.45307278633117676,40000011.7671241,2.580956827951785e-08,138.2313997408642,138.2308633384361,0.3850909362546279,0.0,0,0,0.0,-5703.4814309058365,-3592.5234429269667,0.1,16.0,unsuccessful,0.10825319614006902,tCG_NEGATIVE_CURVATURE,0.10825327788346154,0.00790296924373843,-55.21534496615071,6.1435760296062005,,-8.795573695804032,reduced,,10.028882014205445
1,0.4979865550994873,40000011.13108564,0.027058889352392538,1034.9185996413767,1034.9185422144299,0.34476720744408607,0.0,0,0,0.0,-563.4893445274628,-36549.131122424,0.1,17.0,successful,0.027063299035017255,tCG_NEGATIVE_CURVATURE,0.02706337456788483,0.00971027171069549,-6.147473572022925,0.3542590143800268,,0.5372103285285108,unchanged,True,10.34323516900168
1,0.5345921516418457,40000010.99001742,0.003817876861242615,15.811041950369846,15.806340985314506,0.38552848444957666,0.0,0,0,0.0,54.50027905043519,378600.913351973,0.1,18.0,successful,0.027063299035017255,tCG_REACHED_TARGET_LINEAR,0.003817890533741415,0.009703224517697187,0.09902061113965863,0.010840578964202272,,1.0523498133363933,unchanged,False,10.30555561688886
1,0.596421480178833,40000010.9411727,0.02707621563309986,1565.2172367638534,1565.2171947952913,0.3624635586962462,0.0,0,0,0.0,-204.50715898261018,-102012.4090297831,0.1,19.0,successful,0.027063299035017255,tCG_EXCEEDED_TR,0.027082117222080974,0.00945088999830208,0.09901232911743185,0.0818626453571133,,0.42157328922094633,unchanged,False,10.640774962692399
1,0.6254525184631348,40000010.88251719,7.64053433127305e-05,57.06664843783797,57.065334171388,0.3872981223954805,0.0,0,0,0.0,-563.8742835237218,-36996.83924582164,0.1,20.0,successful,0.027063299035017255,tCG_REACHED_TARGET_LINEAR,7.640534666227897e-05,0.00945088362688453,0.09901408067917414,5.791068929983045e-06,,0.9999982787902626,unchanged,False,10.581021229173674
1,0.6859111785888672,40000010.8661891,0.007181274966986016,165.8970925458667,165.89664573681128,0.3850304491829726,0.0,0,0,0.0,-142.8237015757227,-147207.046179458,0.1,21.0,successful,0.027063299035017255,tCG_MAX_INNER_ITER,0.007181354112003519,0.00940887909311221,0.09901630906480413,0.006124907919810132,,0.8304968969174777,unchanged,False,10.619069976453417
1,0.7216570377349854,40000010.83969735,0.00292547328789548,25.650018462827898,25.647100629965863,0.3868803688696688,0.0,0,0,0.0,8.77614492442438,2392075.1196306804,0.1,22.0,successful,0.027063299035017255,tCG_REACHED_TARGET_LINEAR,0.0029254800656791998,0.009395246145622625,0.09901627283525741,0.0015414427217491575,,1.1094153365244264,unchanged,False,10.645036560371135
1,0.7733433246612549,40000010.79008717,0.027056736614932242,718.3214014814426,718.3213014934352,0.37900796992928243,0.0,0,0,0.0,-157.62222928620034,-135877.3773346372,0.1,23.0,successful,0.027063299035017255,tCG_EXCEEDED_TR,0.02706331918490324,0.009134369892165052,0.09901617647778643,0.023944594620823528,,0.9738649195922645,unchanged,False,10.923373618994534
1,0.8093533515930176,40000010.7728409,0.000786000513087539,16.386444721246242,16.381866677962275,0.3873173736460664,0.0,0,0,0.0,-162.78445264969625,-131529.8531128581,0.1,24.0,successful,0.027063299035017255,tCG_REACHED_TARGET_LINEAR,0.0007860006240852243,0.00913003633160291,0.09901640678974122,0.00013173922735587354,,0.9987115545072551,unchanged,False,10.952953786609688
1,0.8984873294830322,40000010.75447399,0.003999969314825368,57.043078922770064,57.04176624938782,0.3869833841071934,0.0,0,0,0.0,-19.279392463065097,-1110614.2535600525,0.1,25.0,successful,0.027063299035017255,tCG_MAX_INNER_ITER,0.0039999853896505915,0.009101485083383659,0.09901585298449576,0.00097762033810375,,1.0874211242124967,unchanged,False,10.990285295548102
1,0.9591004848480225,40000010.763311036,0.005266844624369958,124.00709587669539,124.00649348577912,0.3865244278727974,0.0,0,0,0.0,-37.582275804368024,-573115.2798920093,0.1,26.0,successful,0.027063299035017255,tCG_MAX_INNER_ITER,0.005266880935481651,0.009065127722100365,0.09901624438528968,0.0025110570449932853,,0.6679226364996094,unchanged,False,11.025263061847806
1,1.0110602378845215,40000010.74284012,0.0025634035187602606,17.434897849519224,17.430601672595255,0.38702500499263753,0.0,0,0,0.0,-31.02388282009386,-693386.5960658742,0.1,27.0,successful,0.027063299035017255,tCG_REACHED_TARGET_LINEAR,0.0025634081104056027,0.009053697701180669,0.09901598851477776,0.0010165653120614646,,1.1037517457662098,unchanged,False,11.046322471228711
1,1.0558440685272217,40000010.703270644,0.027056747561322165,639.0646647727483,639.0645498256013,0.38329793483193114,0.0,0,0,0.0,-114.63299681947441,-191551.6595227821,0.1,28.0,successful,0.027063299035017255,tCG_EXCEEDED_TR,0.027063298147681606,0.008788734980787985,0.09901640596083564,0.010047191571234454,,0.9492938910397702,unchanged,False,11.3406829943354
1,1.092252254486084,40000010.6906382,0.00021272736691035034,12.422455752167789,12.416416901215236,0.3872960750940182,0.0,0,0,0.0,16.224147717902135,1353365.9889303325,0.1,29.0,successful,0.027063299035017255,tCG_REACHED_TARGET_LINEAR,0.00021272737896194002,0.008788296676302713,0.09901620379656029,9.681379698041135e-06,,0.9999125223649064,unchanged,False,11.37876945332157
1,1.1513445377349854,40000010.671278596,0.027054305509105016,1565.4455887209656,1565.4455413926048,0.3849414829524346,0.0,0,0,0.0,-535.7510120375019,-41660.00822352447,0.1,30.0,successful,0.027063299035017255,tCG_EXCEEDED_TR,0.027060861764278354,0.008524626648147276,0.09901554832115289,0.006282065238662061,,0.6514106469508131,unchanged,False,11.748191967777133
1,1.1812183856964111,40000010.61567719,7.278425014761643e-05,84.14254518139698,84.14165383777124,0.38729710573275145,0.0,0,0,0.0,-215.63271986262563,-103506.25290933141,0.1,31.0,successful,0.027063299035017255,tCG_REACHED_TARGET_LINEAR,7.2784250800028e-05,0.008524622385374239,0.09901557706864815,4.324913301297108e-06,,0.9999976420551653,unchanged,False,11.73072489221006
1,1.2184178829193115,40000010.60584237,0.0003274166411799017,3.6643117002259915,3.6437872272823446,0.3872917230036539,0.0,0,0,0.0,-12.421203344939382,-1796764.1961382248,0.1,32.0,successful,0.027063299035017255,tCG_REACHED_TARGET_LINEAR,0.00032741665230227944,0.008524461894881452,0.09901591754165052,2.418554410226918e-05,,0.9995330112088519,unchanged,False,11.730946074286749
1,1.2793734073638916,40000010.57105013,0.026031778950718742,894.1691303799104,894.1690475987019,0.38476069913237426,0.0,0,0,0.0,-612.0892131972109,-36928.43367248502,0.1,33.0,successful,0.027063299035017255,tCG_MAX_INNER_ITER,0.026037430277421086,0.00834260294750619,0.09901161326711118,0.006279121033225716,,0.8910871628807903,unchanged,False,12.04594455381177
1,1.3079214096069336,40000010.5519456,4.3890727175235826e-05,12.399095921099807,12.39304560820831,0.387298610251302,0.0,0,0,0.0,-7.184156317755161,-3146301.601443849,0.1,34.0,successful,0.027063299035017255,tCG_REACHED_TARGET_LINEAR,4.389074821326712e-05,0.008342601121651404,0.09901292391806701,1.7658935803940314e-06,,1.0000005849951865,unchanged,False,11.986669222420918
1,1.3674840927124023,40000010.5519456,2.1073424255447017e-08,12.399095921099807,12.39304560820831,0.387298610251302,0.0,0,0,0.0,-5.8479480385039375,-3865203.036944495,0.1,35.0,unsuccessful,0.027063299035017255,tCG_MAX_INNER_ITER,0.015439674358938518,0.008280263128941286,0.09901698824933562,0.061097769494769104,,-2.729376847800027,reduced,,11.986669222420918
1,1.4152283668518066,40000010.54311826,0.0067657357270649796,129.23449157217976,129.2339208364045,0.3840796398302961,0.0,0,0,0.0,-26.844362554106553,-847903.7747673303,0.1,36.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006765824697556959,0.008323709444866812,0.09901602691579023,0.011974328873861751,,0.6287436747580539,unchanged,False,12.005853936815193
1,1.4455478191375732,40000010.542630695,7.270117576635264e-06,11.758590897848238,11.752210860859286,0.38729805687673174,0.0,0,0,0.0,-11.059304742636762,-2058121.6534090017,0.1,37.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,7.270261610782483e-06,0.00832370554717103,0.09901608121949187,8.058227855911972e-07,,1.0000099190150256,unchanged,False,12.013880044003868
1,1.5069212913513184,40000010.53092453,0.003979970813758232,388.81886714255194,388.8186744221298,0.3871261232382273,0.0,0,0,0.0,-109.31292015702024,-208395.2015414972,0.1,38.0,successful,0.006765824758754314,tCG_MAX_INNER_ITER,0.003979988208258485,0.00829169059235751,0.0990158395010722,0.0005554538905447182,,1.0021648435890862,unchanged,False,12.063327196311047
1,1.5381736755371094,40000010.52665873,2.2105283758903963e-05,4.701622539148088,4.685643453031574,0.3872982464298943,0.0,0,0,0.0,1.8670919798940953,12201015.005739989,0.1,39.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,2.210531818737195e-05,0.008291687740619572,0.09901584459652171,2.8535798515192754e-07,,0.9999979752721049,unchanged,False,12.060270858496978
1,1.5817270278930664,40000010.52340208,0.006765732852384021,105.11131862961665,105.11060661969614,0.38688512027035526,0.0,0,0,0.0,-24.16024638452859,-948718.967849356,0.1,40.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.00676582480127696,0.008233101098684064,0.09901618384673008,0.001098467598963417,,0.9013351474491393,unchanged,False,12.13794961369016
1,1.6113262176513672,40000010.523077,5.574886663137036e-06,8.590664039149214,8.581929192195412,0.38729830063617776,0.0,0,0,0.0,-49.342646023168506,-464533.7346717288,0.1,41.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,5.575097501666573e-06,0.008233097421932917,0.09901619266442713,9.241260571410752e-08,,1.000014954044359,unchanged,False,12.146097008860169
1,1.6709520816802979,40000010.509866826,0.002214455911324309,14.751092140765984,14.746012059715397,0.3871016405235438,0.0,0,0,0.0,-0.5591841415089436,-40948280.020388,0.1,42.0,successful,0.006765824758754314,tCG_MAX_INNER_ITER,0.0022144588913433805,0.008224345658011807,0.09901589294677518,0.000642554422778635,,1.1079837202661653,unchanged,False,12.159977162366456
1,1.7159204483032227,40000010.49503047,0.0067657217446995925,23.81515882266614,23.812010535832005,0.3872260195783612,0.0,0,0,0.0,-14.525665970938269,-1583858.0675673422,0.1,43.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006765824755085131,0.008165230975951402,0.09901588192815765,0.00017164851305330976,,0.9976596464650892,unchanged,False,12.245366678869711
1,1.7593944072723389,40000010.47749003,0.006765723356533047,101.36172990662779,101.36099075923252,0.3870942662232616,0.0,0,0,0.0,-22.691723404156953,-1016782.9356986876,0.1,44.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.0067658199607864905,0.008111520844672983,0.09901568154246697,0.0005869454837378434,,1.0147050515193818,unchanged,False,12.333707846105094
1,1.787318468093872,40000010.47731477,4.634069472519866e-06,9.083926625478487,9.07566652814812,0.3872983435657874,0.0,0,0,0.0,10.193161473279963,2263538.4487909344,0.1,45.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,4.634050812457362e-06,0.008111515353527821,0.09901568561911125,3.6199268062342014e-08,,0.9999120501380521,unchanged,False,12.328152713929093
1,1.8473801612854004,40000010.47951477,0.004087553605609966,101.42034816707904,101.4196109974877,0.38668779371069334,0.0,0,0,0.0,-39.71582784477058,-583427.9504628456,0.1,46.0,successful,0.006765824758754314,tCG_MAX_INNER_ITER,0.004087570347702583,0.0080876654470794,0.09901612273728169,0.0019568695219747455,,0.7191787954083052,unchanged,False,12.359992745299015
1,1.8757951259613037,40000010.47920636,5.889503703132511e-06,7.481825475745568,7.471794462665227,0.387298279367014,0.0,0,0,0.0,-2.420545288338527,-9572795.59306807,0.1,47.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,5.889591249894922e-06,0.008087661813603115,0.09901613967888148,1.407847429441978e-07,,0.9999265435686451,unchanged,False,12.364513042786609
1,1.9368727207183838,40000010.458457075,0.006764854768935057,307.5542718345366,307.5540282352072,0.38709168084475426,0.0,0,0,0.0,5.470327491247207,4247597.71969843,0.1,48.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006764950461445498,0.00802884288458224,0.0990157765673045,0.0005808329455323164,,0.9977042812015775,unchanged,False,12.460961037447321
1,1.9732131958007812,40000010.45601097,6.1023338959986695e-05,3.148811948826621,3.124902702308916,0.38729806373868997,0.0,0,0,0.0,-4.910576347976122,-4731748.040603474,0.1,49.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,6.1023361770903194e-05,0.008028778462274181,0.09901584736871423,7.260057031379393e-07,,0.9999697628530325,unchanged,False,12.455194871748734
1,2.0192954540252686,40000010.44627966,0.006765725890011447,110.36124112399989,110.36056220381967,0.3871078486614756,0.0,0,0,0.0,-23.24175722889655,-1005226.1354395986,0.1,50.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006765824711101909,0.007969933757741897,0.09901602368126042,0.000418766248887251,,0.9735605256720565,unchanged,False,12.541439532719364
1,2.086341619491577,40000010.44561471,4.7651523105072756e-05,4.888836950445794,4.87347174828436,0.38729813673488167,0.0,0,0,0.0,-0.5089933925717656,-45900280.70977956,0.1,51.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,4.7651564821132256e-05,0.007969864715214381,0.09901607468022755,5.17618148022709e-07,,0.999908357040818,unchanged,False,12.547264450437575
1,2.147052049636841,40000010.4339362,0.006674800734475385,597.836700653295,597.8365753261294,0.3871050796625556,0.0,0,0,0.0,-275.63873943409783,-84995.77045323775,0.1,52.0,successful,0.006765824758754314,tCG_MAX_INNER_ITER,0.006674892991078642,0.00791374197705771,0.09901569417257253,0.0005480715473935593,,0.9041260233198204,unchanged,False,12.641993766010968
1,2.1752405166625977,40000010.426111236,2.755563163629421e-05,35.787232103125,35.785136323613294,0.38729820985023494,0.0,0,0,0.0,-117.78292092941959,-198910.48823049015,0.1,53.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,2.7555587589066717e-05,0.007913739135938801,0.09901570761623966,5.072856506713702e-07,,0.9999966521718815,unchanged,False,12.63625174950605
1,2.211416721343994,40000010.4252582,6.65807861091655e-05,3.310864743162066,3.2881340552570615,0.3872980534063755,0.0,0,0,0.0,-7.1942992870685245,-3256456.981301895,0.1,54.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,6.65807911658861e-05,0.007913685745787245,0.09901577703086581,9.768862133100028e-07,,0.9999129670455895,unchanged,False,12.636337022628075
1,2.257197380065918,40000010.425666794,0.006765738211391286,127.03584555186579,127.03525701058749,0.38669281281268264,0.0,0,0,0.0,-24.602654408581298,-958241.0000026501,0.1,55.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.0067658251569905825,0.00785796677600685,0.09901624753965055,0.0016975642036353654,,0.7678211897978472,unchanged,False,12.715441234911241
1,2.285496234893799,40000010.42520269,6.8071890283837875e-06,10.090815831336634,10.083380593778747,0.3872982609826836,0.0,0,0,0.0,-40.963663351721245,-575517.341255032,0.1,56.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,6.8071372724070875e-06,0.007857963539663315,0.09901626718479217,2.0123087258073854e-07,,0.999966089400109,unchanged,False,12.725943491779926
1,2.3455021381378174,40000010.41060796,0.002355690967021146,22.001260682159657,21.997855987875848,0.3870446240668132,0.0,0,0,0.0,-5.527911233170173,-4259617.710739564,0.1,57.0,successful,0.006765824758754314,tCG_MAX_INNER_ITER,0.002355694687596347,0.007850394057842448,0.09901587835849326,0.000760499245319484,,1.115476346734302,unchanged,False,12.739211235447504
1,2.3891007900238037,40000010.39430088,0.006765724482371978,57.18213686701568,57.18082600537574,0.38718732037437303,0.0,0,0,0.0,-34.71443370932183,-680638.6095903795,0.1,58.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006765824769235403,0.007795795497167734,0.09901565596937455,0.00028895267415097054,,1.0085389253749977,unchanged,False,12.83114325957493
1,2.425299882888794,40000010.39400461,3.705290814040253e-05,3.672446052330475,3.651966603505148,0.38729824962264425,0.0,0,0,0.0,9.461111868008187,2497370.1793877683,0.1,59.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,3.705289767065123e-05,0.007795749933556457,0.09901569812679309,2.824874395082694e-07,,0.999941638017261,unchanged,False,12.827502299685063
1,2.5155012607574463,40000010.389587484,0.006765874476941748,121.24153915733712,121.24092234525446,0.38673778207762327,0.0,0,0,0.0,-19.260084114754928,-1234316.1519287887,0.1,60.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006765963029885365,0.007741643569264067,0.09901613771677412,0.0015465108071065214,,0.9140991589113944,unchanged,False,12.906844539573399
1,2.55214524269104,40000010.3889773,3.3823456464022957e-05,6.998009704892092,6.987284169183064,0.3872980362042173,0.0,0,0,0.0,-31.526336848621174,-754058.4168872939,0.1,61.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,3.3823483827718176e-05,0.0077415821903870086,0.09901618608823735,1.1214988753144333e-06,,0.9999106786587433,unchanged,False,12.91725613514516
1,2.6126294136047363,40000010.368826404,0.0067660453954327855,214.23463818315778,214.2342885065337,0.38707307813136915,0.0,0,0,0.0,-127.50045246526419,-186949.89567779886,0.1,62.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006766140255710701,0.007683508612588203,0.09901572494572211,0.0006209009589862759,,1.0707676000977082,unchanged,False,13.021593428944572
1,2.6492323875427246,40000010.36613661,7.811267724901465e-05,2.8136944267902013,2.7869116786237056,0.3872978477877708,0.0,0,0,0.0,-9.356508485222141,-2547501.998696756,0.1,63.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,7.811267173761265e-05,0.007683467624388809,0.09901581856545022,1.2320390553980203e-06,,0.9999650474197709,unchanged,False,13.014956944976403
1,2.6943199634552,40000010.354255415,0.006765722291939793,137.82900851237375,137.82846453762025,0.3872346910502611,0.0,0,0,0.0,-105.12626707917458,-227812.36805801708,0.1,64.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006765824873874949,0.007626312616372914,0.09901584082964258,0.00011649943016245498,,0.9849660520905125,unchanged,False,13.109703196404523
1,2.7308080196380615,40000010.352334544,7.164526496462814e-05,3.02142415024673,2.9964986503053614,0.3872979917483668,0.0,0,0,0.0,14.419707144273838,1660819.7518383667,0.1,65.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,7.164527087748572e-05,0.007626272713844013,0.09901591502676342,1.0747111196445189e-06,,0.9999914621283098,unchanged,False,13.112565456056863
1,2.7833147048950195,40000010.3383413,0.0067657448920879475,104.2748245002658,104.27410690692552,0.38685051931770664,0.0,0,0,0.0,25.438040591191825,943221.5408980474,0.1,66.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006765833355053423,0.007578709854871321,0.09901462831798397,0.0013350402914645049,,1.1428452721688112,unchanged,False,13.2044832195593
1,2.8115792274475098,40000010.33810825,5.265889896011417e-06,6.625247395319966,6.613917372952475,0.387298377160842,0.0,0,0,0.0,-13.35555742921329,-1796537.4384834822,0.1,67.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,5.265829693517649e-06,0.007578707843187995,0.09901497393986389,1.1932184177756883e-07,,0.9999679677696787,unchanged,False,13.19486145756935
1,2.872572183609009,40000010.34007677,0.0050337734330991556,155.6663483140427,155.66586970292383,0.38601432771523014,0.0,0,0,0.0,-39.51988793735807,-610128.0188238134,0.1,68.0,successful,0.006765824758754314,tCG_MAX_INNER_ITER,0.005033805259690376,0.007555481475088411,0.0990161507989002,0.003943884169679581,,0.5376151060893248,unchanged,False,13.22818623127459
1,2.9023056030273438,40000010.33933768,9.413477621678135e-06,7.3287664237235965,7.318525633406316,0.38729813667644186,0.0,0,0,0.0,7.3330163320783885,3288170.2002053605,0.1,69.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,9.413494144199147e-06,0.007555478533463927,0.09901620372266952,4.916005545637596e-07,,0.9999274876495533,unchanged,False,13.23542903729556
1,2.9710795879364014,40000010.32907069,0.0022329034564004574,49.51848961086036,49.516976797695115,0.3870686727296367,0.0,0,0,0.0,-29.892001028935933,-805929.2552744097,0.1,70.0,successful,0.006765824758754314,tCG_MAX_INNER_ITER,0.002232906413120364,0.007546810256662565,0.09901579982787523,0.0006522288488053075,,1.1069310546811462,unchanged,False,13.251800965026135
1,2.9997987747192383,40000010.329023995,2.5785037532013697e-06,2.880634095677686,2.8544794246344147,0.3872983443284782,0.0,0,0,0.0,-0.7860860894968772,-30646569.663430028,0.1,71.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,2.5784598820633156e-06,0.007546807899924933,0.09901581234410166,2.7935785977102755e-08,,0.9984295159914082,unchanged,False,13.250635411540195
1,3.044443368911743,40000010.31500243,0.006765721819004534,19.562289034621248,19.55845564730433,0.38725310391525064,0.0,0,0,0.0,-11.777627460322215,-2054734.8973534952,0.1,72.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006765824826362053,0.007490526084198066,0.0990158499464321,9.003329025809348e-05,,0.9989265833024636,unchanged,False,13.348243468522893
1,3.089280605316162,40000010.299876705,0.006765727757723387,77.6968747800568,77.69591049061201,0.3870963996646464,0.0,0,0,0.0,36.25194427048314,669422.3857353292,0.1,73.0,successful,0.006765824758754314,tCG_EXCEEDED_TR,0.006765824189542419,0.007439561220571364,0.0990155261418192,0.0005711410409448602,,1.0138367203926,unchanged,False,13.448229330372262
1,3.1176950931549072,40000010.29976465,3.7214139798186942e-06,5.618855732440801,5.605491926010569,0.38729834677309083,0.0,0,0,0.0,-0.6124089228549171,-39626986.277428925,0.1,74.0,successful,0.006765824758754314,tCG_REACHED_TARGET_LINEAR,3.721336799632676e-06,0.007439559066026986,0.0990155355979657,3.5019640037955046e-08,,0.9997089938615789,unchanged,False,13.441656840813584
