iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,0.8017135889516366,1.070660311629829e-15,3.0407880704311565,1.5337113746577713,2.6256659171573613,0.0,0,0.0,0.0,1.0,1.0
1,0.543656587600708,0.7974285331265848,0.37205229920099203,0.7423734635796159,0.013485014904525422,0.739883765386618,0.0,0,0.05662950255397331,0.004624807084863607,1.0,1.0566295025539734
2,0.8688926696777344,0.7905594929848202,1.2871301666345294,0.56200998831067,0.028022144016333895,0.3358432533061643,0.0,0,0.3389876440990502,0.03966038644847151,3.3333333333333335,0.6291960384263189
3,1.107773780822754,0.7888790951033717,0.9624496377499574,0.029754345120249777,0.013987334903956775,0.01609002767198727,0.0,0,0.020755397498823484,0.0012972123436764678,3.3333333333333335,0.5641408323092315
4,1.329312801361084,0.7882875890153886,0.17133116918852156,0.05312299745635809,0.019146377275490283,0.022161973498819675,0.0,0,0.04431863226177418,0.002812540017502814,3.3333333333333335,0.394867899988956
5,1.536869764328003,0.7838101517974804,0.42044375035545684,0.031850263667105465,0.031770954524735585,1.5047099969127223e-05,0.0,0,0.002053769897218574,0.00018521662657907268,11.111111111111112,0.0068458996573952475
6,1.7447397708892822,0.783391688185579,0.03230216343591994,0.01892438246702798,0.01891663684194461,2.686782338928415e-06,0.0,0,0.0004423732791321022,4.9376645296417276e-05,11.111111111111112,0.004915258657023359
7,1.9679458141326904,0.7830004802075711,0.03220754982465015,0.026375591386007133,0.02637557948363498,9.629866802910857e-08,0.0,0,2.5057030827446702e-05,1.566064426715419e-06,37.037037037037045,0.0037204726552503907
8,2.1934216022491455,0.7828684756957129,0.009875233285766777,0.015637445267841835,0.0156368585366441,6.341581561247646e-07,0.0,0,0.0001306605422155549,1.0399756416812345e-05,37.037037037037045,0.004839279341316849
9,2.4205946922302246,0.7827620475018041,0.008460395351013308,0.015919640803937228,0.015919640803720447,8.307941513918823e-08,0.0,0,0.0,0.0,37.037037037037045,0.004088954251043239
10,2.6464896202087402,0.7826412708021266,0.009462332861157398,0.03567505777657518,0.035674559221815706,2.039152639711434e-06,0.0,0,0.00018554191125907948,1.4419932610175608e-05,123.45679012345683,0.010960876890268405
11,2.868699073791504,0.7826064646801146,0.0027531991751302267,0.03615873752091201,0.03615873750421042,1.2254001498806232e-08,0.0,0,1.0989389802595895e-06,6.868368626622434e-08,123.45679012345683,0.011096548369312799
12,3.098707437515259,0.782571981436216,0.0027160657863583245,0.019604261460671665,0.019604261459081136,2.4972440683012684e-07,0.0,0,0.0,0.0,411.5226337448561,0.005249909877557421
13,3.321993827819824,0.7825604974318124,0.0008629215451710274,0.023723836928672876,0.023723836350271987,3.8665791482928403e-08,0.0,0,5.220497746538655e-06,3.574504823739347e-07,411.5226337448561,0.007398262859672095
14,3.549272060394287,0.7825495435221878,0.0008604905791857667,0.023418081481943808,0.02341808148193624,1.882591962793876e-08,0.0,0,0.0,0.0,1371.7421124828536,0.0035347727030096768
15,3.7802906036376953,0.7825460719945632,0.0002634514599878041,0.019299492070564965,0.01929949199284129,6.2348843254607884e-09,0.0,0,1.732055451508785e-06,1.0825346571929906e-07,1371.7421124828536,0.003549593107383926
16,4.0060553550720215,0.7825430036736927,0.00023819752701964664,0.01758789879660062,0.017587898366973078,1.7646721504733417e-08,0.0,0,3.534967710772108e-06,3.7916923764733795e-07,4572.4737082761785,0.004849064075133208
17,4.235200881958008,0.7825418479306843,9.098965950205429e-05,0.026568421341451307,0.02656842133476107,3.3448144039716344e-09,0.0,0,4.4133013687996936e-07,6.859368700123936e-08,4572.4737082761785,0.006440710080602991
18,4.459781169891357,0.7825409834811784,6.959705779213202e-05,0.024231551748852668,0.024231551748852585,2.018176194542751e-09,0.0,0,0.0,0.0,15241.579027587262,0.0023017240844086092
19,4.679084777832031,0.7825406654966544,2.2658794048936083e-05,0.02867922323865993,0.02867922323161854,5.447115929311343e-09,0.0,0,5.934961597731103e-07,5.587600438675816e-08,15241.579027587262,0.009045818621751417
20,4.903897762298584,0.7825403506333887,2.493942927876335e-05,0.029909763004683447,0.02990976300170023,2.040443533166173e-09,0.0,0,3.4294983741745e-07,3.684997844019544e-08,50805.263425290876,0.005227097049496267
21,5.129187107086182,0.7825402495224828,7.695021558961998e-06,0.019171714438930253,0.019171714438777056,2.829021886189858e-10,0.0,0,7.321473605159667e-08,6.488129772157236e-09,50805.263425290876,0.003736101880582138
22,5.357241868972778,0.7825401576956225,7.287217307967424e-06,0.027811471086131613,0.027811471086131613,6.606751823259617e-11,0.0,0,0.0,0.0,50805.263425290876,0.0014566925340253707
23,5.582456350326538,0.7825400695670762,6.65141893996896e-06,0.039817705995378545,0.039817705994786304,1.4409190544052804e-09,0.0,0,1.4841903661633182e-07,2.5971379716098475e-08,169350.87808430294,0.007540468252620631
24,5.813473463058472,0.7825400411577083,2.308466527816886e-06,0.01664835947656723,0.01664835947656717,3.4848045271177706e-11,0.0,0,1.055961373896963e-09,1.2860163194766683e-10,169350.87808430294,0.004069548602957855
25,6.0370118618011475,0.7825400168747224,1.8858720826029405e-06,0.023722001716125537,0.023722001716114976,1.0448420877080645e-10,0.0,0,2.2313570546828032e-08,1.5073680394162015e-09,169350.87808430294,0.004646596929455629
26,6.187332391738892,0.7825399980896016,1.4527024505318616e-06,0.05155154951753938,0.05155154951751784,3.801938115773965e-10,0.0,0,3.5460516911722806e-08,4.155915622056083e-09,564502.9269476765,0.009902254610563613
27,6.367008209228516,0.7825399917605788,5.082529120624678e-07,0.027171264842600476,0.027171264842600476,4.703983954145948e-13,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,564502.9269476765,0.002524534430905529
28,6.372743129730225,0.7825399917605788,9.992007221626413e-16,0.027201299411482572,0.027201299411482572,4.571520493712567e-13,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,564502.9269476765,0.0024238952867392436
29,6.377892971038818,0.7825399917605788,9.992007221626413e-16,0.027232078214122938,0.027232078214122938,4.445806671018816e-13,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,1881676.4231589215,0.0023232561425729583
30,6.383143901824951,0.7825399917605788,9.992007221626413e-16,0.027340016516880557,0.027340016516880557,4.0832689951185617e-13,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,6272254.743863072,0.0019877923286853415
31,6.388470649719238,0.7825399917605788,9.992007221626413e-16,0.02775803848759461,0.02775803848759461,3.7409277258863155e-13,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,20907515.81287691,0.0022984669385025035
32,6.393651485443115,0.7825399917605788,9.992007221626413e-16,0.027713458668828014,0.027713458668828014,7.991840471126764e-13,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,69691719.37625638,0.005395371793570717
33,6.39888858795166,0.7825399917605788,9.992007221626413e-16,0.02855762548304561,0.02855762548304561,2.3282704877947877e-12,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,232305731.25418794,0.01571838797713143
34,6.404118299484253,0.7825399917605788,9.992007221626413e-16,0.05250597381160363,0.05250597381160363,7.425225290068492e-12,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,774352437.5139599,0.05012844192233381
35,6.409379005432129,0.7825399917605788,9.992007221626413e-16,0.17040864141077533,0.17040864141077533,2.441507463098084e-11,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,2581174791.7131996,0.16482862173967508
36,6.414726734161377,0.7825399917605788,9.992007221626413e-16,0.5803187297593172,0.5803187297593172,8.104790576735534e-11,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,8603915972.377333,0.547162554464146
37,6.420072078704834,0.7825399917605788,9.992007221626413e-16,1.951500273424742,1.951500273424742,2.698240095552703e-10,0.0,0,1.4812399917740748e-10,9.257749948587968e-12,28679719907.924442,1.821608996879049
38,6.430019855499268,0.7825399919447424,2.8998599207699495e-08,0.3472788200369688,0.3472788200369688,2.875172802576071e-13,0.0,0,3.166245043928484e-12,1.9789031524553025e-13,28679719907.924442,0.09080702101972284
39,6.435264825820923,0.7825399919447424,1.5343587468447392e-15,0.7040042071307809,0.7040042071307809,5.750345605152142e-13,0.0,0,3.166245043928484e-12,1.9789031524553025e-13,28679719907.924442,0.18161404203944567
40,6.440559148788452,0.7825399919447424,1.5343587468447392e-15,1.0610841050558377,1.0610841050558377,8.625518407728213e-13,0.0,0,3.166245043928484e-12,1.9789031524553025e-13,95599066359.74814,0.2724210630591685
41,6.445714950561523,0.7825399919447424,1.5343587468447392e-15,2.251745139317911,2.251745139317911,1.820942774964845e-12,0.0,0,3.166245043928484e-12,1.9789031524553025e-13,318663554532.49384,0.5751111331249112
42,6.450925827026367,0.7825399919447424,1.5343587468447392e-15,6.221111527285914,6.221111527285914,5.015579222271591e-12,0.0,0,3.166245043928484e-12,1.9789031524553025e-13,1062211848441.6461,1.584078033344054
43,6.45608115196228,0.7825399919447424,1.5343587468447392e-15,19.452633582603273,19.452633582603273,1.5664367379960743e-11,0.0,0,3.166245043928484e-12,1.9789031524553025e-13,3540706161472.154,4.947301034074529
44,6.461328983306885,0.7825399919447424,1.5343587468447392e-15,63.557825492364714,63.557825492364714,5.1160327905591256e-11,0.0,0,3.166245043928484e-12,1.9789031524553025e-13,11802353871573.846,16.158044369842784
45,6.4664857387542725,0.7825399919447424,1.5343587468447392e-15,78.67281139930134,78.67281139930134,6.332490087856968e-11,0.0,0,3.166245043928484e-12,1.9789031524553025e-13,39341179571912.82,20.0
46,6.471705913543701,0.7825399919447424,1.5343587468447392e-15,78.67281139930134,78.67281139930134,6.332490087856968e-11,0.0,0,3.166245043928484e-12,1.9789031524553025e-13,131137265239709.4,20.0
47,6.48328709602356,0.7825399920774372,2.7948515997029014e-08,0.029007646803379344,0.029007646803379344,0.0,0.0,0,0.0,0.0,131137265239709.4,0.0
48,6.488511800765991,0.7825399920774372,1.0532500405730105e-15,0.029007646803379344,0.029007646803379344,0.0,0.0,0,0.0,0.0,131137265239709.4,0.0
49,6.493733167648315,0.7825399920774372,1.0532500405730105e-15,0.029007646803379344,0.029007646803379344,0.0,0.0,0,0.0,0.0,131137265239709.4,0.0
50,6.498992681503296,0.7825399920774372,1.0532500405730105e-15,0.029007646803379344,0.029007646803379344,0.0,0.0,0,0.0,0.0,131137265239709.4,0.0
51,6.504084587097168,0.7825399920774372,1.0532500405730105e-15,0.029007646803379344,0.029007646803379344,0.0,0.0,0,0.0,0.0,131137265239709.4,0.0
52,6.50918984413147,0.7825399920774372,1.0532500405730105e-15,0.029007646803379344,0.029007646803379344,0.0,0.0,0,0.0,0.0,131137265239709.4,0.0
53,6.514252185821533,0.7825399920774372,1.0532500405730105e-15,0.029007646803379344,0.029007646803379344,0.0,0.0,0,0.0,0.0,131137265239709.4,0.0
54,6.519314289093018,0.7825399920774372,1.0532500405730105e-15,0.029007646803379344,0.029007646803379344,0.0,0.0,0,0.0,0.0,131137265239709.4,0.0
